Name,Age restrictions:,Project/Program Description,Address,Website,Zip Code,Category 1,Category 2,Category 3
Lake Washington School District,13,Issaquah Food Bank,"16250 NE 74th Street, Redmond, WA 98052 
 
 
 Mailing Address:
 
 PO Box 97039
 
 Redmond, WA 98073",https://www.lwsd.org/get-involved/volunteering-in-lwsd,98073,K-12 Education,Food,
Lake Washington School District - Eastside Native American Education Program,13,"The Eastside Native American Education Program is a federally-funded program that assists Native American, Alaskan Native, and American Indian students in the Lake Washington, Bellevue, and Northshore School Districts in grades K-12. These programs are intended to provide children with programs that not only offer them the opportunity to succeed academically but to enrich their cultural lives as well. Our goal is to assist all Native students, we provide services that include: homework support,  mentoring, coordination of home and school needs, student advocacy. Our program offers opportunities for Native Students and families to create a community through activities the parent committee organizes during the school year. The program’s website, http://eastsideindianed.org, provides more detailed information on the current events and activities. Federal Requirements and Assessment ","12033 NE 80th St, Kirkland, WA 98033",https://mwilber0.wixsite.com/eastside-ndn-ed,98033,K-12 Education,,
Lakeside Peer Tutoring Program,13,"The mission of Lakeside School is to develop in intellectually capable young people the creative minds, healthy bodies, and ethical spirits needed to contribute wisdom, compassion, and leadership to a global society. We provide a rigorous and dynamic academic program through which effective educators lead students to take responsibility for learning. We are committed to sustaining a school in which individuals representing diverse cultures and experiences instruct one another in the meaning and value of community and in the joy and importance of lifelong learning.","Lakeside Upper School 
 14050 1st Ave NE 
 Seattle, WA 98125",http://www.lakesideschool.org/,98125,K-12 Education,,
Lakeside School,13,"The mission of Lakeside school is to develop in intellectually capable young people the creative minds, healthy bodies, and ethical spirits needed to contribute wisdom, compassion, and leadership in a global society. Various duties, such as volunteering in the rummage depot or during the sales or other fundraiser, helping in the bookstore or book depot, working as a Peer Tutor, becoming a Tour Guide, working at LEEP in the summer, providing assistance in an administrative office, helping at the Middle school tutoring, coaching a team or playing in the orchestra during the musical. Students volunteering with Rummage or ROAR DO NOT have to submit their service each year. Instead they can accumulate for the duration of their high school time and submit when they are completely done.","14050 1st Ave NE, Seattle 98125",http://www.lakesideschool.org,98125,K-12 Education,,
LEEP,16,"The Lakeside Educational Enrichment Program (LEEP) is part of Lakeside School whose mission is to develop in intellectually capable young people the creative minds, healthy bodies, and ethical spirits needed to contribute wisdom, compassion and leadership to a global society. Lakeside Educational Enrichment Program, a summer program aimed at helping transition middle-schoolers into strong, college-bound high school students. LEEP is designed to stimulate the intellectual curiosity of the participants, to show students how enjoyable learning can be and that they can achieve more than they thought they could. The program’s aim is to boost students to higher achievement during the summer and later in their school life. The goal is to have them bond together as a community of learners who share some common values. We provide a rigorous, academic program through which effective educators lead students to take responsibility for learning. We are committed to sustaining a school in which individuals representing diverse cultures and experiences instruct one another in the meaning and value of community and in the joy and importance of lifelong learning.","14050 1st Ave. NE, Seattle WA 98125",http://www.lakesideschool.org/LEEP,98125,K-12 Education,,
Literacy Source,17,"The Literacy Source mission is to build a literate community by providing learner-centered instruction to adults in English literacy and basic life skills. Literacy Source believes that all adults can improve their basic life skills and that community volunteers, trained and supported by professional staff, can make this happen. We welcome the challenge of developing the habit of independent life-long learning. Literacy Source, A Community Learning Center, has been providing unique and responsive adult literacy services since 1986. During our first few years, we focused primarily on adult basic literacy instruction in Seattle’s North End. Today our services include English as a Second Language (ESL) tutoring and conversation classes, computer literacy, workplace basic skills, citizenship and civics classes, immigrant and refugee beginning ESL, and an individualized high school diploma program.","3200 NE 125th St, Seattle WA 98125",https://www.literacysource.org,98125,K-12 Education,Elderly,
Mariposa DR Foundation (the),13,"Empowering and educating young women to create community based solutions to end poverty. The Mariposa DR Foundation was started in 2009 by a group of children, adolescents, and caring adults who were inspired by past works and the urgent need for community-based solutions to end poverty.The Mariposa DR Foundation, a U.S. 501(c)3 not-for-profit, is a community-run organization that provides sustainable and creative solutions to end extreme poverty in the Dominican Republic, especially empowering girls to achieve their full potential.","309 Third Street, Ithaca, NY 14850",http://www.mariposadrfoundation.org/,14850,K-12 Education,Housing Services,
Mary's Place,14,"Empowering homeless women and children to reclaim their lives by providing shelter, nourishment, resources, healing and hope in a safe community. We provide safe, inclusive shelter and services that support women, children and families on their journey out of homelessness. Across nine emergency family shelters in King County, we keep struggling families together, inside, and safe when they have no place else to go providing shelter, services, resources, community, and hope. Basic needs are met each day: meals, showers, and laundry facilities–children are connected with schools. In the evening, families in shelter have dinner, do homework, socialize, and prepare for the week ahead. Resources are offered each day for housing, employment, wellness, and financial needs. Housing specialists work with families to address barriers and empower parents to build family stability, secure housing, and prepare for employment. Kids do homework, participate in fun and enriching activities, and go on outings and adventures in our on-site Kids Club. ","Admin Offices 113 Dexter Ave N, Seattle 98109",http://www.marysplaceseattle.org/about,98109,K-12 Education,Food,Food
Mercer Island Presbyterian Church,10,"In the name of Jesus Christ, the Mercer Island Presbyterian Church will actively engage in ministry to 1) work on behalf of the poor, vulnerable and needy, 2) to achieve justice and 3) to share the love of God in the world. Our work includes supporting national and international medical and teaching facilities","3605 84th Ave. SE, Mercer Island, WA 98040",http://www.mipc.org,98040,K-12 Education,Housing Services,Health
Museum of Flight,14,"The Museum of Flight exists to acquire, preserve, and exhibit historically significant air and space artifacts, which provide a foundation for scholarly research, and lifelong learning programs that inspire an interest in and understanding of science, technology, and the humanities. The central focus of the Museum's educational programs is to broaden science literacy within an historical context, relating the evolution of technology to the human needs that drive it, and the resulting changes that technology brings to humanity. As a resource to the public schools, youth programs are designed to complement established schoolroom curricula, presenting factual, yet exciting, interactive examples of the benefits of a science and math education. ","9404 East Marginal Way S., Seattle, WA 98108-4097",http://www.museumofflight.org/jobs/volunteer for online application,98108,K-12 Education,Education,Family
Museum Of History And Industry (MOHAI),14,"By collecting and preserving artifacts and stories of the Puget Sound region’s diverse history, MOHAI highlights our tradition of innovation and imagination. Through compelling exhibits, scholarship, education, public programs, and community engagement, MOHAI bridges the past, present, and future.","860 Terry Ave N, Seattle WA, 98109",https://mohai.org/,98109,K-12 Education,Youth,Civic
North Seattle Family Center @ Children's Home Society,16,"North Seattle Family Center is a part of Childrens Home Society of Washington. The NSFC mission is to strengthen, value and empower all families by recognizing and accepting differences, nurturing each family member and building on family strengths. FamilyWorks is a food bank and family resource center, nourishes and strengthens individuals and families by connecting people with support, resources and community. The Center works with parents, children, and families by assisting them in securing needed services and support to face life's difficult challenges. Services include parenting education classes and workshops, play and learn groups for parents and their young children, support groups, home visiting programs, teen parent services, youth and school success activities, health and nutrition programs, and life skills education. ","2611 N.E. 125th St.Suite 145, Seattle, WA 98125",http://www.chs-wa.org/NSFC.html,98125,K-12 Education,Health,
Northwest Literacy Foundation,13,"The mission of Northwest Literacy Foundation is to enhance youth literacy in the Pacific Northwest by providing literature and resources to underserved communities. We build partnerships and provide support to schools and community programs that work with at-risk youth. We promote a continuum of programs that engage youth in learning activities that strengthen literacy skills. We believe in supporting local independent booksellers by partnering to purchase books for NWLF grants. We are efficient in delivery of grants and services with low overhead and volunteer leadership. We seek to provide books to youth that will engage and promote further reading interest as well as quality literature and written works that have lasting value.Founded in 1989, The Northwest Literacy Foundation is a volunteer run nonprofit that seeks to strengthen our community by putting books in the hands of young readers. The NWLF collaborates with schools and organizations throughout the area, serving students with high needs and often lacking a depth of resources. Through grants of books, we work to “fill the shelves” of local school libraries, provide additional classroom resources, host author visits and purchase books for community organizations engaged in educational programs.","4842 NE 42nd St, Seattle, WA 98105",https://nwliteracy.com/,98124,K-12 Education,,
Nuestros Pequenos Hermanos,16,"Those doing service travel to the ranches and work on the ranch. They do things such as garden, cook, clean, teach and play with the kids, and provide companionship to the children.","Calle Nacional 44, Col. Sta. Maria Ahuacatitlan, 
 62100 Cuernavaca, Morelos
 Mexico",https://www.nph.org/,N/A,K-12 Education,Education,Housing Services
Pacific Science Center - Discovery Corps ONLY,13,"Pacific Science Center is a not-for-profit science educational institution that inspires a lifelong interest in science, math and technology by engaging diverse communities through interactive and innovative exhibits and programs. Discovery Corps is a youth development program that puts young people on the front line of Pacific Science Center's mission to inspire a lifelong interest in science, math and technology. The program consists of a system of training and assessment leading to increased levels of responsibility, pay, and skill. Pacific Science Center is looking for motivated youth to dive into exciting, interactive experiences while learning new skills.","200 - 2nd Avenue N., Seattle, WA 98109",http://www.pacsci.org/volunteer/,98019,K-12 Education,Environment,
Rainier Scholars,13,"Rainier Scholars cultivates the academic potential of talented and motivated young scholars from ethnic minority backgrounds. By offering access to exceptional educational opportunities and ongoing comprehensive support to our scholars, we work to increase their college graduation rates and to develop new generations of leaders.","2100 24th Ave. South, Suite 360, 
 Seattle, WA 98144-4646",http://rainierscholars.org/,98144,K-12 Education,,
Rainier Vista Boys and Girls Club - Joel E. Simlow Clubhouse and Teen Center,14,"To inspire and enable all young people, especially those who need us most, to realize their full potential as productive, responsible and caring citizens.","4520 Martin Luther King Jr. Way S., Seattle, WA 98108",http://rv.positiveplace.org/volunteer.html,98108,K-12 Education,Safety,
Room to Read,13,"Room to Read partners with local communities throughout the developing world to establish schools, libraries, and other educational infrastructure. We seek to intervene early in the lives of children in the belief that education is a lifelong gift that empowers people to ultimately improve socioeconomic conditions for their families, communities, countries, and future generations. Through the opportunities that only an education can provide, we strive to break the cycle of poverty, one child at a time. Room to Read focuses on low-overhead and sustainable results. Projects are run on a challenge-grant model which encourages community involvement and insures sustainability. Room to Read has a variety of programs that work to provide educational opportunities for kids in the developing countries it operates in with a special focus on girl's education.","National office 465 California Street, Suite 1000, San Francisco, CA 94104",https://www.roomtoread.org/chapter/seattle/,98104,K-12 Education,,
Rotary Hispanic Center,13,"The goal of the Rotary Hispanic Center is to help students excel in their homework and provide a safe, warm, and welcoming environment for the entire family to work toward their educational goals. The Rotary Hispanic Center offers tutoring and English language skills services to people of all ages in the local community. The center is located in Mountlake Terrace and began in October of 2005. Pat Cordova, the director of Rotary Hispanic Center, oversees the all-volunteer staff and works with the community to ensure the center has adequate school supplies, students, and dedicated volunteers to make the program effective.","Terrace Park School, 5409 228th Street SW, Mountlake Terrace, WA 98043",,98043,K-12 Education,,Family
Seattle Aquarium,14,"The region’s premier resource for hands-on marine experiences and conservation education, the Seattle Aquarium offers fun, exciting ways to discover more about the amazing Puget Sound and our world’s one big ocean. Join us in our mission: Inspiring Conservation of Our Marine Environment. The Seattle Aquarium is the ninth largest aquarium in the U.S. by attendance and among the top five paid visitor attractions in the Puget Sound region. Since our opening, we’ve hosted over 27 million visitors and provided marine conservation education to two million school children. We’re proud to be accredited by the Association of Zoos and Aquariums. The Aquarium's species collection is featured within six major exhibits: Window on Washington Waters, Life on the Edge, Pacific Coral Reef, Puget Sound Fish and Dome Room, Puget Sound Orcas Family Activity Center, and Marine Mammals.","1483 Alaskan Way, Pier 59 
 Seattle, WA 98101-2015",http://seattleaquarium.org,98101,K-12 Education,Environment,
Seattle Audubon,,"Our Mission: Seattle Audubon advocates and organizes for cities where people and birds thrive.
","8050 35th. Ave. NE          Seattle, WA 98115",https://seattleaudubon.org/,98115,,Environment,
Seattle Children's Museum,14,"Our Mission is to bring to life the joy of discovery for children and their families through fun, creative, hands-on exploration of the world around them. We strive to ignite curiosity and encourage them to become active, life-long learners. Over 22,000 sq feet of play space designed for kids 10 months to 10 years to enjoy with their families. There are a number of hands-on exhibits for kiddos to explore, and daily educational programs or activities that are FREE with the cost of admission. The organization ignites curiosity and provides enriching programs throughout the day. Seattle Children’s Museum offers a series of programs that provide free or reduced admission for families at-risk or in-need who could not otherwise afford to come and play. Through the following Passport 2 Play programs the Museum offers options to enter the museum at a reduced rate with various medical cards and a donation only hour during the last hour of every weekday.","Seattle Children’s Museum 
 305 Harrison Street 
 Seattle, WA 98109",http://thechildrensmuseum.org/,98109,K-12 Education,,
Seattle Children's Theatre,14,"Our mission is to provide children of all ages and backgrounds access to professional theatre, with a focus on new works, and theatre education. For many children, we are the first, and sometimes, sole, exposure they have to live theatre. The Seattle Children's Theatre produces six plays a year at its state-of-the-art performing facilities for all children. Seattle Children's Theatre has gained a national reputation for presenting sophisticated, imaginative theatre that entertains as well as educates. Literature, art, history, and science are all explored on our stages. Through the live theatre experience, students are encouraged to read, develop critical and creative thinking skills, and be curious about the world around them.","201 Thomas St
 
 Seattle, WA 98109",https://www.sct.org/about-us/work-with-us/volunteer/,98109,K-12 Education,,
Seattle Country Day School,13,"Inspiring gifted children to discover their potential through inquiry, curiosity, and wonder. Seattle Country Day School was founded in 1964 as a private non-profit coeducational school serving kindergarten through eighth grades. Students are the center of a dynamic and collaborative learning, inquiry, and discovery process. We focus not only on intellectual growth, but character growth, attending to the social, ethical, and emotional needs of students. Curiosity and inquiry are the foundation of the learning process, as students and educators explore divergent paths to generate innovative solutions. Our collaborative culture builds trusting relationships, embraces a wide diversity of backgrounds and perspectives, and fosters a spirit of group innovation. Trust, honesty, and truthfulness to self are critical components to intellectual growth and personal discovery.","2619 Fourth Ave. N., Seattle WA 98109",http://www.seattlecountryday.org,98109,K-12 Education,,
Seattle Music Partners,15,"Our mission is to help underserved children learn to play instruments and read music. Seattle Music Partners’ free after-school program is an innovative combination of weekly music instruction and mentoring. For 10 years, SMP has worked with under served elementary and middle school students in Seattle’s Central District. We also provide a unique opportunity for skilled musicians to give back to their community.Students showcase their new skills by performing in several recitals each year. In addition, SMP is dedicated to partnering with school staff to bring music enrichment programs into the schools, including hosting quality musicians and arranging for field trips to music performances. 
 
 One hundred percent of our funding comes from the generosity of our community – we do not charge students to participate in the program or for the loan of instruments.","200 Broadway, Suite 100, Seattle, WA 98122",http://www.seattlemusicpartners.org/,98122,K-12 Education,,
Seattle Public Schools,13,"To provide every student with effective, high quality teaching and learning experiences, relevant curriculum and support services, in a safe and healthy environment. We are a diverse family of 105 schools, serving over 50,000 students in a dynamic, standards-based learning community. We offer a broad range of programs and learning opportunities, enhanced by strong support from parents, volunteers and community members. Each Seattle Public school has a focus and area of concern. ","Seattle Public Schools
 
 PO Box 34165
 
 Seattle, WA 98124-1165",http://seattleschools.org/,98124,K-12 Education,,
Seattle Public Schools - Beacon Hill Elementary,13,"To provide every student with effective, high quality teaching and learning experiences, relevant curriculum and support services, in a safe and healthy environment.","2025 14th Avenue South
 
 Seattle, WA 98144",http://beaconhillinternationalschool.org,98144,K-12 Education,,
Seattle Public Schools - Broadview Thompson Elementary,13,"We educate students to be productive lifelong learners in a positive, nurturing environment challenging all to achieve excellence in academic standards, thinking skills, technology, and citizenship. Students have access to a variety of enrichment activities and academic support programs allowing them to reach their individual potential. Educational staff is focused on strengthening their knowledge and instructional skills through professional learning communities. Broadview Thompson is part of the Seattle Public Schools. Located in north Seattle, they have various opportunities for volunteers.","13052 Greenwood Avenue North
 
 Seattle, WA 98133",http://www.seattleschools.org/schools/broadview/,98133,K-12 Education,,
Seattle Public Schools - McGilvra Elementary,13,"The mission of McGilvra Elementary School is to engage students in a challenging curriculum that is enhanced with small classes and multi-arts experiences and builds a strong academic foundation for future success. McGilvra students shall thrive in a safe environment that promotes academic achievement, develops problem-solving skills, and fosters a sense of respect and appreciation for oneself and for others.","1617 38th Ave E.
 
 Seattle, WA 98112",http://www.mcgilvraschool.org/,98112,K-12 Education,,
Seattle Public Schools - Northgate Elementary School,13,"Northgate Elementary is a community of students, families, and staff that: Provides a welcoming environment that is safe, respectful, positive, and focused on academic achievement; provides a supportive and respectful educational foundation that will springboard our students into academic achievement at all grade levels and beyond; embraces respect for all cultures and strives to build relationships where all children succeed; implements a rigorous, integrated curriculum where all students are challenged and supporte","11725 First Avenue NE
 
 Seattle, WA 98125",http://northgatees.seattleschools.org/,98125,K-12 Education,,
Seattle Public Schools - Thurgood Marshall Elementary School,13,"To provide every student with effective, high-quality teaching and learning experiences, relevant curriculum and support services, in a safe and healthy environment. Thurgood Marshall Elementary is a school in which currently trying to improve and raise the total academic acheievement. ","2401 S. Irving Street
 
 Seattle, WA 98144",http://marshalles.seattleschools.org/modules/cms/pages.phtml?pageid=213863&sessionid=90212aa452f08c5,98144,K-12 Education,,
Seattle World School,14,"Seattle World School (formerly Secondary Bilingual Orientation Center, SBOC) is Seattle Public Schools’ culturally diverse newcomer school dedicated to supporting newcomer students in an orientation setting and ELL High School students studying towards graduation. The SBOC/Seattle World School was founded in 1980 in response to a large wave of immigrants from Southeast Asia. Today it is one of only a few schools nation-wide designed as a preliminary educational portal through which immigrant children pass in their quest for academic achievement and full participation in American society. ","1700 E. Union St. Seattle, WA 98122",https://sws.seattleschools.org/schoolinvolvement/volunteer_opportunities,98122,K-12 Education,,
Shorecrest High School,13,"At Shorecrest, we push ourselves to grow as unique learners; we are involved in our school, we excel in our classes, and we are committed to our community.","15343 25th Ave NE, Shoreline, WA 98155",,98155,K-12 Education,,
Shoreline School District - Einstein Middle School,13,"We at Einstein are committed to helping students reach their potential by providing a positive, safe, and healthy learning environment. We seek to promote personal responsibility, integrity, and respectful behavior that will lead to success in a changing society.","19343 3rd Avenue NW 
 
 Shoreline, WA 98177",http://schools.shorelineschools.org/einstein/,98177,K-12 Education,,
Shoreline School District - Kellogg Middle School,13,"Kellogg MS is a learning community that values the diversity and dignity of all its members: students, staff, families and community. Through a commitment to high expectations for academic success, a positive school climate, and a shared vision, we will teach and encourage each student to become a self-reliant and a contributing member of the Kellogg community. ","16045 25th Ave. N.E. , Shoreline, WA 98155",http://schools.shorelineschools.org/kellogg/,98155,K-12 Education,,
Shoreline School District - Lake Forest Park Elementary School,13,The mission of the Shoreline School District is to provide a collaborative learning community which engages all students in learning the academic and work-life skills needed to achieve their individual potential and become responsible citizens.The vision of Lake Forest Park Elementary School is to provide a safe and supportive community where all individuals are encouraged to explore and meet each challenge as life long learners in an ever changing world.,"18500 37th NE, Lake Forest Park, WA 98155",https://www.shorelineschools.org/Page/17,98155,K-12 Education,,
St. Bridget Parish,13,"The vision of the St. Bridget Church community is to bring the light of God's life to the parishioners and serve as a beacon of hope to those in need. We are committed to loving and serving Jesus by loving and serving our members and all God's people, especially those in need. Guided by our Catholic faith and traditions, in communion with the Church throughout the world, we hold these particular values most dear: Generosity, Education, Caring, Excellence. Welcoming Catholic parish that is dedicated to teaching the youth about their faith, as well as reaching out to the wider community.","4900 N.E. 50th
 
 Seattle, WA 98105",http://www.stbridgetchurch.org/,98105,K-12 Education,,
St. John School/Parish,13,"St. John School is committed to providing an excellent Catholic school education to prepare children for leadership and service to the Church and society. St. John School is a Christ-centered faith community committed to fostering the moral development, academic achievement, and physical well being of the whole child. We value the uniqueness of each individual and therefore provide student-centered curriculum and instruction. St. John Parish School works in partnership with families to prepare children for leadership and service to the Church and global community. St. John School offers education in a Catholic faith environment for grades kindergarten through eight. In addition, we offer a Montessori Preschool for ages three to five and an Extended Care program for grades preschool through five beginning at 7:00 a.m. and concluding at 6:30 p.m., Monday through Friday, year around.","120 North 79th St.
 
 Seattle WA 98103",http://www.st-johnschool.org,98103,K-12 Education,,
St. Joseph School/Parish,13,"Our mission is to create a faith center community that educates and inspires students to reach their God-given potential. We do this by fostering the values of LOVE, RESPECT, SERVICE AND INTEGRITY. St. Joseph School is a Catholic school that provides quality education to children in grades Kindergarten through 8th grade. St. Joseph Parish has a youth group that works in the community, and they also allow for alumni of the school to return to help out at the school auction and other various school events.","700 18th Ave E
 
 Seattle, WA 98112",http://www.stjosephsea.org,98112,K-12 Education,,
St. Matthew School,13,"In partnership with the home and parish, we are here to promote Catholic faith and academic excellence in an environment of cultural diversity, opportunity, service, forgiveness and love. In a learning environment St. Matthew builds a foundation of academic basics and provide opportunities for children to experience and explore subjects that will enrich their lives. St. Matthew believes that a partnership of family, school, parish and community helps develop spiritual, academic, personal/physical and service potential.","1230 NE 127th Street
 
 Seattle, WA 98125",http://stmattschool.org,98125,K-12 Education,,
Stevens Elementary School,13,"As a school and a community we've accomplished a great deal over the past 100 years. We, at Stevens, have endeavored to bring a solid social, emotional and educational foundation to the children who have come through our doors. A great deal of our efforts have been focused on the areas of excellence in education, equity and enrichment. At Stevens, we work to create an environment that challenges each child to reach his or her potential by encouraging academic excellence, embracing diversity, and teaching social responsibility. Stevens is a learning community where students, teachers, parents, and community members teach, learn and practice: safety, thoughtfulness, respect and responsibility.","1242 18 Ave E., Seattle, WA 98112",http://www.seattleschools.org/area/main/ShowSchool?HighSel=heading&MiddleSel=heading&ElementarySel=2,98112,K-12 Education,,
TAF @ Saaghalie School,14,We build collaborative relationships with public education to create access to transformative systems of learning for students and teachers of color to eliminate race-based disparities in an increasingly diverse society,"33914 19th Ave SW, Federal Way, WA 98023",https://techaccess.org/volunteer/,98146,K-12 Education,,
Team Read,13,"Team Read's mission is to deliver a proven, replicable k-12 model to ensure reading success for struggling readers through the use of peer tutors. Team Read works with second and third grade students who are reading significantly below grade level, helping them learn to read at or above grade level through high-quality, one-on-one tutoring. Team Read reading tutors are high-school students who receive intensive training, coaching and guidance consistent with district reading goals, standards and district-wide reading strategies. Our research-based curriculum was developed by district reading specialists and focuses on increasing vocabulary development, fluency and comprehension.","Team Read
 
 135 32nd Avenue
 
 Seattle, WA 98122",http://www.teamread.org,98122,K-12 Education,,
Treehouse,13,"Giving foster kids a childhood and a future. Treehouse is uniquely committed to improving the lives of our kids living in foster care. No other agency in our region responds to the needs of our foster children like Treehouse. The organization acts as an aid to help underpriviledged children. Programs include tutoring, summer camp scholarships, advocacy, and college coaching. ","2100 24th Ave. S., Suite 200, Seattle WA, 98144-4643",https://www.treehouseforkids.org/about-treehouse/contact-us/,98144,K-12 Education,,
Turning Point,13,"Turning Point’s mission is focused on marginalized families in our community. We believe poverty and inequity harms us all, and we work to build opportunities for agency and inclusivity for students and parents in each of our programs. To achieve this goal, we provide after-school tutoring, community meals and educational summer camp for diverse children from low-income areas in the Shoreline School District. Engaging in work that addresses issues of poverty and inequity is at the core of our organization and informs the core of our work.","1315 N 160th Street, Shoreline, WA 98133",https://www.turningpointseattle.org/,98133,K-12 Education,,
United Indians of All Tribes Foundation at Daybreak Star Indian Cultural Center,13,"Our mission is to provide educational, cultural and social services that reconnect Indigenous people in the Puget Sound region to their heritage by strengthening their sense of belonging and significance as Native people. The mission of UIATF is accomplished through the development and operation of educational, social, economic, and cultural programs and activities benefiting local Native Americans, and by maintaining a strong link with Indian tribes and other urban Indian organizations and their allies throughout the State of Washington. The Daybreak Star Indian Cultural Center is located within 20 acres of Discovery Park on Magnolia Hill. The address to Discovery Park is: 3801 West Government Way. Once inside the park, there are signs pointing towards Daybreak Star. ","5011 Bernie Whitebear Way, Seattle, WA 98199",https://www.unitedindians.org/,98199,K-12 Education,Freedom,Health
United Way of King County,varies on opportunity,"United Way of King County mobilizes our community in ways that no other single agency, individual or government can to enhance the ability of people to care for one another. United Way of King County is dedicated to bringing the community together to address critical issues such as early learning and homelessness. They invest in programs that provide the education, jobs, shelter, food and health people need to be successful, and encourage people to contribute money and time to improve the community.","720 Second Avenue , Seattle, WA 98104",https://www.uwkc.org/volunteer/,98104,K-12 Education,Health,
University Child Development School,13,"University Child Development School is centered around the lives of children and dedicated to the development of their intellect and character. We actively encourage, and the school everywhere reflects, the process of joyful discovery that is central to meaningful and responsible learning. University Child Development School is an independent elementary school serving Seattle area children from ages three through fifth grade. Teaching is individualized and responsive to the talents of each student, and the curriculum is rigorous and integrates the concepts and skills embedded within the major disciplines. Our students are chosen for their promise of intellect and character and are selected from a cross-section of the community. Our faculty members are leaders in their fields, supported in advancing their studies and encouraged to share their knowledge widely. In pursuit of these ideals, and in recognition of obligations beyond the school itself, we strive to be an innovative leader in education, serving as a model for others. ","5062 9th Ave. NE, Seattle, WA 98105",http://ucds.org,98105,K-12 Education,,
Villa Academy,13,"Villa Academy is a Catholic independent school dedicated to excellence in the education of the whole child and guided by the Cabrinian tradition of educating compassionate hearts and confident minds. Villa Academy’s vision is to engage compassionate and confident learners for lives of infinite possibility. Villa Academy merges a challenging academic program with a spiritual legacy inspired by our founder, St. Frances Xavier Cabrini, more than one hundred years ago. Her legacy is one of compassion, service to others, and a continual pursuit of excellence. Villa students have a love of learning that reaches beyond our dynamic classrooms to our beautiful, wooded campus, where lessons are dramatically brought to life — whether it is preschoolers gathering apples in the orchard, fourth-graders recreating the Lewis and Clark trail, or middle school students studying soil formations and tree growth patterns. Students in every grade participate in the Cabrinian tradition of helping others in need through community service. It’s another reason why Villa graduates are so well prepared to succeed not only in school but also in life.","5001 NE 50th St., Seattle, WA 98105",http://www.thevilla.org,98105,K-12 Education,,
Wallingford Child Care Center,14,"Wallingford Child Care is committed to helping each child build a positive self image through his or her intellectual, social, emotional, and physical development and thus promote success and enjoyment of school, home and living in general. Utilizing an Emergent Curriculum approach to teaching young children our teachers pride themselves on following the child's interests while finding creative and meaningful ways to draw out exploration of various topics throughout the year, promoting genuine student engagement and long lasting learning. Wallingford Child Care Center is a non-profit early childhood center caring for children 8 weeks to five years young. ","2115 North 42nd, Seattle, WA 98103",http://www.wallingfordchildcare.org/,98103,K-12 Education,,
Washington Education and Squash Academy,13,"Washington Education & Squash Academy is a nonprofit organization based in Seattle, WA that aims to combat inequality in education and narrow the achievement gap between poor and wealthy school districts. We provide free academic tutoring, squash training, and community service learning to a select group of youth from underserved communities in the North Seattle area, with the goal of ensuring high school graduation and creating new pathways to college. We help our students develop confidence, study skills, discipline, work ethic, squash skills, fitness expertise, and positive social skills. Our program also aims to reduce obesity in children and teens by promoting healthy eating and frequent exercise.","2020 Western Ave, Seattle, WA 98121",https://wesacademy.org/volunteer,98121,K-12 Education,,
Washington Talking Book and Braille Library,none,"The Washington Talking Book & Braille Library provides a free public library service which includes easy access to the informational and recreational reading materials needed by individuals in the State of Washington who are unable to read standard print material. The Washington Talking Book & Braille Library is a free service that provides people who are unable to see with resources so they can ""read"" books. We offer books on cassette as well as large print books and braille books. Volunteer at the Washington Talking Book & Braille Library and make a difference in someone's life! More than 400 people donate more than 32,000 hours each year to assist in making various Library programs available. In addition to brailling and taping books, volunteers produce radio programs, provide clerical support, repair equipment and cassette tapes, and carry out special projects. Training is provided for all positions..","2021 9th Avenue, Seattle, WA 98121-2783",http://www.wtbbl.org/,98121,K-12 Education,Civic,Differently Abled
Youth Tutoring Program,14,"YTP’s Mission is to tutor, guide and inspire at-risk youth living in public housing to achieve academic success. We create a challenging, safe and enriching environment where youth are matched with adults who offer academic support and mentoring throughout their school years. We partner with parents and advocate for students in their schools and in their communities. All YTP students will be empowered to succeed academically and will possess the skills they need to realize their potential and achieve their hopes and dreams. The Youth Tutoring Program (YTP) is an after-school educational enrichment program for first through twelfth-grade students who live in six low-income and public housing communities in Seattle. Started as a partnership with the Seattle Housing Authority in 1991, the tutoring centers provide youth with a safe, positive, and stimulating environment to explore learning and experience academic and personal success. Volunteers are the heart of the program. They work with students individually or in pairs to follow each student’s individualized learning plan. We are in need of tutoring volunteers throughout the school year, and during the summer. At the tutoring centers, students build skills in reading and math, get help with homework, and grow their confidence. There are six YTP tutoring centers located throughout Seattle. Centers are open in the late afternoon and early evening hours. YTP students are wonderfully diverse, representing many nationalities, cultures, languages, and religions.","100 23rd Avenue S., Seattle, WA 98144",https://ccsww.org/get-help/child-youth-family-services/youth-tutoring-program/,98144,K-12 Education,Freedom,
